drug,codrug,Evidence_level,Clinical_significance,Management_option,level_1_atc_drug,level_1_atc_codrug,ATC_vector
B03AC,A02AA04,veldokumenteret,moderat,4,B,A,A02AA04_B03AC
S01AE03,B05BA10,veldokumenteret,udtalt,4,S,B,B05BA10_S01AE03
J01AA07,D09AB01,veldokumenteret,mulig,4,J,D,D09AB01_J01AA07
B05BB02,S02CA03,veldokumenteret,moderat,4,B,S,B05BB02_S02CA03
A12CC04,N03AX12,veldokumenteret,uafklaret,4,A,N,A12CC04_N03AX12
N01BB52,N02AA01,dokumenteret,mulig,4,N,N,N01BB52_N02AA01
A02AB04,J01AA02,veldokumenteret,udtalt,4,A,J,A02AB04_J01AA02
A12CC04,J01MA14,begrænset dokumenteret,moderat,4,A,J,A12CC04_J01MA14
S02AA15,B05XA31,veldokumenteret,moderat,4,S,B,B05XA31_S02AA15
B05BB01,S02CA05,veldokumenteret,moderat,4,B,S,B05BB01_S02CA05
C09AA01,V03AE05,dokumenteret,mulig,4,C,V,C09AA01_V03AE05
L01XE13,J05AE03,dokumenteret,moderat,4,L,J,J05AE03_L01XE13
J01MA02,N02AJ07,veldokumenteret,udtalt,4,J,N,J01MA02_N02AJ07
B03AA01,S01AA30,dokumenteret,udtalt,4,B,S,B03AA01_S01AA30
S02CA03,B03AC,veldokumenteret,moderat,4,S,B,B03AC_S02CA03
S02AA15,B05ZB,veldokumenteret,udtalt,4,S,B,B05ZB_S02AA15
B05BB01,J01AA07,dokumenteret,udtalt,4,B,J,B05BB01_J01AA07
J07CA02,B03AA07,veldokumenteret,moderat,4,J,B,B03AA07_J07CA02
B03AA01,A02AA04,veldokumenteret,moderat,4,B,A,A02AA04_B03AA01
B05XA31,S03CA04,dokumenteret,udtalt,4,B,S,B05XA31_S03CA04
J01MA02,B03AB10,veldokumenteret,moderat,4,J,B,B03AB10_J01MA02
B05XX,A12CC04,veldokumenteret,moderat,4,B,A,A12CC04_B05XX
L01CD02,L01CA01,dokumenteret,mulig,4,L,L,L01CA01_L01CD02
J01MA02,B03AA02,veldokumenteret,moderat,4,J,B,B03AA02_J01MA02
N04BA03,B03AA01,veldokumenteret,udtalt,4,N,B,B03AA01_N04BA03
J01AA02,B03AB10,dokumenteret,udtalt,4,J,B,B03AB10_J01AA02
B02BX05,A02AD01,dokumenteret,mulig,4,B,A,A02AD01_B02BX05
J01MA14,B03AA01,dokumenteret,moderat,4,J,B,B03AA01_J01MA14
C09BA01,B03AA02,dokumenteret,mulig,4,C,B,B03AA02_C09BA01
B02BC30,S01AE03,veldokumenteret,moderat,4,B,S,B02BC30_S01AE03
N02BA75,J01MA14,begrænset dokumenteret,moderat,4,N,J,J01MA14_N02BA75
B05BA10,S02CA03,veldokumenteret,moderat,4,B,S,B05BA10_S02CA03
B03AA02,D06AA03,dokumenteret,udtalt,4,B,D,B03AA02_D06AA03
A02AA04,S01AE07,begrænset dokumenteret,moderat,4,A,S,A02AA04_S01AE07
A02AD01,B03AB10,veldokumenteret,moderat,4,A,B,A02AD01_B03AB10
C09BA01,B03AA01,dokumenteret,mulig,4,C,B,B03AA01_C09BA01
J07CA02,S02CA06,veldokumenteret,udtalt,4,J,S,J07CA02_S02CA06
J07CA02,V03AE05,veldokumenteret,moderat,4,J,V,J07CA02_V03AE05
A02AD01,S02CA06,veldokumenteret,moderat,4,A,S,A02AD01_S02CA06
A02AD01,S01AE03,veldokumenteret,moderat,4,A,S,A02AD01_S01AE03
B05AA07,J01MA14,begrænset dokumenteret,moderat,4,B,J,B05AA07_J01MA14
J05AR18,A02AD01,dokumenteret,moderat,4,J,A,A02AD01_J05AR18
D01AC08,B05BB02,ringe dokumenteret,mulig,4,D,B,B05BB02_D01AC08
J05AR09,N02AJ07,dokumenteret,moderat,4,J,N,J05AR09_N02AJ07
L01XA01,L01CD01,dokumenteret,moderat,4,L,L,L01CD01_L01XA01
B03AB10,J01AA07,veldokumenteret,udtalt,4,B,J,B03AB10_J01AA07
S01AE03,A02AD01,veldokumenteret,udtalt,4,S,A,A02AD01_S01AE03
B03AA01,B05BA10,veldokumenteret,moderat,4,B,B,B03AA01_B05BA10
C10AC01,M01AB55,dokumenteret,uafklaret,4,C,M,C10AC01_M01AB55
B03AC,N02BA75,veldokumenteret,moderat,4,B,N,B03AC_N02BA75
B03AA01,B05AA07,veldokumenteret,moderat,4,B,B,B03AA01_B05AA07
V03AE04,S02CA06,veldokumenteret,moderat,4,V,S,S02CA06_V03AE04
J02AB02,B05AA07,ringe dokumenteret,mulig,4,J,B,B05AA07_J02AB02
C10AC01,M01AC06,dokumenteret,moderat,4,C,M,C10AC01_M01AC06
B05ZB,S01AE03,veldokumenteret,moderat,4,B,S,B05ZB_S01AE03
A02BX13,S02CA06,veldokumenteret,moderat,4,A,S,A02BX13_S02CA06
C10AC04,G03FB05,dokumenteret,mulig,4,C,G,C10AC04_G03FB05
B05XX,A02AA04,veldokumenteret,moderat,4,B,A,A02AA04_B05XX
B05ZB,J01MA02,veldokumenteret,moderat,4,B,J,B05ZB_J01MA02
S02CA06,A12CC04,veldokumenteret,udtalt,4,S,A,A12CC04_S02CA06
B03AA07,B05D,veldokumenteret,moderat,4,B,B,B03AA07_B05D
S02CA06,A02AD01,veldokumenteret,udtalt,4,S,A,A02AD01_S02CA06
B05ZB,S02CA06,veldokumenteret,moderat,4,B,S,B05ZB_S02CA06
L01XE13,J05AP53,dokumenteret,moderat,4,L,J,J05AP53_L01XE13
B03AA02,A12CC04,veldokumenteret,moderat,4,B,A,A12CC04_B03AA02
C10AC01,C09DX03,veldokumenteret,moderat,4,C,C,C09DX03_C10AC01
J01MA02,B05XA31,veldokumenteret,moderat,4,J,B,B05XA31_J01MA02
B03AA02,J01AA07,veldokumenteret,udtalt,4,B,J,B03AA02_J01AA07
J01AA07,B05XX,veldokumenteret,mulig,4,J,B,B05XX_J01AA07
C10AC02,C09DA08,dokumenteret,moderat,4,C,C,C09DA08_C10AC02
A02AA04,C02KX05,dokumenteret,moderat,4,A,C,A02AA04_C02KX05
B05ZB,S01AE05,begrænset dokumenteret,mulig,4,B,S,B05ZB_S01AE05
B05BA10,S01AE03,veldokumenteret,moderat,4,B,S,B05BA10_S01AE03
S01AE03,B03AA02,veldokumenteret,moderat,4,S,B,B03AA02_S01AE03
A02AA04,J01AA07,dokumenteret,udtalt,4,A,J,A02AA04_J01AA07
C10AC02,C09DA06,dokumenteret,moderat,4,C,C,C09DA06_C10AC02
B03AC,N02AJ07,veldokumenteret,moderat,4,B,N,B03AC_N02AJ07
L01XE08,A02AA04,dokumenteret,uafklaret,4,L,A,A02AA04_L01XE08
J01DD02,C03EB01,dokumenteret,mulig,4,J,C,C03EB01_J01DD02
B03AC,B05BB02,veldokumenteret,moderat,4,B,B,B03AC_B05BB02
B03AA01,N02BA75,veldokumenteret,moderat,4,B,N,B03AA01_N02BA75
L01XE06,A02AB04,dokumenteret,udtalt,4,L,A,A02AB04_L01XE06
L01XE06,B05DB,dokumenteret,udtalt,4,L,B,B05DB_L01XE06
C10AC02,C09DX03,dokumenteret,moderat,4,C,C,C09DX03_C10AC02
J02AC02,B05AA07,dokumenteret,moderat,4,J,B,B05AA07_J02AC02
A12AA07,J01MA12,begrænset dokumenteret,mulig,4,A,J,A12AA07_J01MA12
J02AC02,B05DB,dokumenteret,moderat,4,J,B,B05DB_J02AC02
L01XE06,B05AA06,dokumenteret,udtalt,4,L,B,B05AA06_L01XE06
B03AA07,A12CC04,veldokumenteret,moderat,4,B,A,A12CC04_B03AA07
B03AA01,B05AA06,veldokumenteret,moderat,4,B,B,B03AA01_B05AA06
N04BA03,B05XA31,dokumenteret,udtalt,4,N,B,B05XA31_N04BA03
S02AA15,B03AC,veldokumenteret,moderat,4,S,B,B03AC_S02AA15
A02BX13,V03AE05,veldokumenteret,moderat,4,A,V,A02BX13_V03AE05
B03AA07,B05DB,veldokumenteret,moderat,4,B,B,B03AA07_B05DB
J05AR09,N02BA75,dokumenteret,moderat,4,J,N,J05AR09_N02BA75
C10AC01,C01EB16,dokumenteret,uafklaret,4,C,C,C01EB16_C10AC01
C10AC02,D11AX18,dokumenteret,uafklaret,4,C,D,C10AC02_D11AX18
C10AC04,G03AB05,dokumenteret,mulig,4,C,G,C10AC04_G03AB05
C10AC01,C07BB07,veldokumenteret,moderat,4,C,C,C07BB07_C10AC01
C10AC04,G03FA14,dokumenteret,mulig,4,C,G,C10AC04_G03FA14
S01AE03,B05BB01,veldokumenteret,udtalt,4,S,B,B05BB01_S01AE03
C10AC01,C09XA52,veldokumenteret,moderat,4,C,C,C09XA52_C10AC01
G03FA12,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03FA12
G03AB08,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03AB08
B05XA31,D07CA01,dokumenteret,udtalt,4,B,D,B05XA31_D07CA01
A06AB58,S02AA15,dokumenteret,udtalt,4,A,S,A06AB58_S02AA15
B05XA31,D06AA03,dokumenteret,udtalt,4,B,D,B05XA31_D06AA03
B05BB01,S01AE07,begrænset dokumenteret,mulig,4,B,S,B05BB01_S01AE07
S02CA05,B03AC,veldokumenteret,moderat,4,S,B,B03AC_S02CA05
S02CA06,B05AA07,veldokumenteret,udtalt,4,S,B,B05AA07_S02CA06
A02AD01,J02AB02,ringe dokumenteret,mulig,4,A,J,A02AD01_J02AB02
B05D,C07AA07,begrænset dokumenteret,ringe,4,B,C,B05D_C07AA07
B05DB,J01MA02,veldokumenteret,moderat,4,B,J,B05DB_J01MA02
L01XE08,A12CC30,dokumenteret,uafklaret,4,L,A,A12CC30_L01XE08
L01XE08,B05ZB,dokumenteret,uafklaret,4,L,B,B05ZB_L01XE08
B05DB,S01AE07,begrænset dokumenteret,moderat,4,B,S,B05DB_S01AE07
S02CA06,B05BA10,veldokumenteret,udtalt,4,S,B,B05BA10_S02CA06
S02AA15,B05AA07,veldokumenteret,udtalt,4,S,B,B05AA07_S02AA15
G03AA07,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03AA07
B05BB02,S02CA05,veldokumenteret,moderat,4,B,S,B05BB02_S02CA05
J01AA02,B05XA31,dokumenteret,udtalt,4,J,B,B05XA31_J01AA02
B05D,S01AE07,begrænset dokumenteret,mulig,4,B,S,B05D_S01AE07
B05BA01,J01MA12,begrænset dokumenteret,mulig,4,B,J,B05BA01_J01MA12
V03AE04,S01AE05,begrænset dokumenteret,mulig,4,V,S,S01AE05_V03AE04
B05BA10,N03AX12,veldokumenteret,uafklaret,4,B,N,B05BA10_N03AX12
S02CA03,B05BB02,veldokumenteret,udtalt,4,S,B,B05BB02_S02CA03
A12AX,J01MA14,begrænset dokumenteret,mulig,4,A,J,A12AX_J01MA14
A12AA07,S02CA06,veldokumenteret,moderat,4,A,S,A12AA07_S02CA06
N04BA02,V03AE05,veldokumenteret,udtalt,4,N,V,N04BA02_V03AE05
B05ZB,J01AA07,dokumenteret,udtalt,4,B,J,B05ZB_J01AA07
C10AC01,S01BC03,dokumenteret,uafklaret,4,C,S,C10AC01_S01BC03
J01AA07,B05XA31,veldokumenteret,mulig,4,J,B,B05XA31_J01AA07
B02BX05,B05BB02,dokumenteret,mulig,4,B,B,B02BX05_B05BB02
B05BB01,J01MA02,veldokumenteret,moderat,4,B,J,B05BB01_J01MA02
C10AC04,G03AB03,dokumenteret,mulig,4,C,G,C10AC04_G03AB03
G03FB08,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03FB08
S01FA56,N02AA51,dokumenteret,mulig,4,S,N,N02AA51_S01FA56
B05BA10,S01AE07,begrænset dokumenteret,moderat,4,B,S,B05BA10_S01AE07
J07CA02,S01AE03,veldokumenteret,udtalt,4,J,S,J07CA02_S01AE03
A06AB58,S02CA05,dokumenteret,udtalt,4,A,S,A06AB58_S02CA05
C10AC04,G03CA04,dokumenteret,mulig,4,C,G,C10AC04_G03CA04
B05AA07,J01AA07,dokumenteret,udtalt,4,B,J,B05AA07_J01AA07
A02AD01,J02AC02,dokumenteret,moderat,4,A,J,A02AD01_J02AC02
J01MA02,B05BA10,veldokumenteret,udtalt,4,J,B,B05BA10_J01MA02
A02BX13,C02KX05,dokumenteret,moderat,4,A,C,A02BX13_C02KX05
S02CA06,N02AJ07,veldokumenteret,udtalt,4,S,N,N02AJ07_S02CA06
B05XX,N02BA75,veldokumenteret,moderat,4,B,N,B05XX_N02BA75
A02AB04,J02AB02,ringe dokumenteret,mulig,4,A,J,A02AB04_J02AB02
S02AA15,A12CC04,veldokumenteret,udtalt,4,S,A,A12CC04_S02AA15
J01MA02,A12CC30,veldokumenteret,udtalt,4,J,A,A12CC30_J01MA02
J01MA02,N02BA75,veldokumenteret,udtalt,4,J,N,J01MA02_N02BA75
L01XE08,B05BB02,dokumenteret,uafklaret,4,L,B,B05BB02_L01XE08
B03AA02,S01AA30,dokumenteret,udtalt,4,B,S,B03AA02_S01AA30
B02BX05,B05DB,dokumenteret,mulig,4,B,B,B02BX05_B05DB
N02AJ07,C02KX05,dokumenteret,moderat,4,N,C,C02KX05_N02AJ07
J05AR09,B05BB01,dokumenteret,moderat,4,J,B,B05BB01_J05AR09
J05AR09,A12CC30,dokumenteret,moderat,4,J,A,A12CC30_J05AR09
J01MA14,V03AE05,dokumenteret,moderat,4,J,V,J01MA14_V03AE05
B03AB10,A12CC30,veldokumenteret,moderat,4,B,A,A12CC30_B03AB10
V03AE04,S01AE07,begrænset dokumenteret,mulig,4,V,S,S01AE07_V03AE04
A06AB58,C01AA05,dokumenteret,mulig,4,A,C,A06AB58_C01AA05
B05XA07,S02CA03,veldokumenteret,moderat,4,B,S,B05XA07_S02CA03
D01AC08,N02AJ07,ringe dokumenteret,mulig,4,D,N,D01AC08_N02AJ07
B05D,J01MA02,veldokumenteret,moderat,4,B,J,B05D_J01MA02
D01AC08,A02BA02,dokumenteret,udtalt,4,D,A,A02BA02_D01AC08
S01AE03,B05XX,veldokumenteret,moderat,4,S,B,B05XX_S01AE03
J01AA02,B05BA10,veldokumenteret,udtalt,4,J,B,B05BA10_J01AA02
V03AE05,N02BA75,veldokumenteret,moderat,4,V,N,N02BA75_V03AE05
A02AB04,V03AE05,veldokumenteret,moderat,4,A,V,A02AB04_V03AE05
A02AB04,S02CA05,veldokumenteret,udtalt,4,A,S,A02AB04_S02CA05
J05AR09,A02BX13,dokumenteret,moderat,4,J,A,A02BX13_J05AR09
B03AA07,A02AD01,veldokumenteret,moderat,4,B,A,A02AD01_B03AA07
J05AR18,A02AA04,dokumenteret,moderat,4,J,A,A02AA04_J05AR18
J02AB02,A12CC04,ringe dokumenteret,mulig,4,J,A,A12CC04_J02AB02
L01CD01,L01DB03,dokumenteret,udtalt,4,L,L,L01CD01_L01DB03
S01AE03,N02BA75,veldokumenteret,udtalt,4,S,N,N02BA75_S01AE03
B05BB02,J01MA14,begrænset dokumenteret,moderat,4,B,J,B05BB02_J01MA14
J07CA02,S01AE07,begrænset dokumenteret,moderat,4,J,S,J07CA02_S01AE07
C10AC01,C07BB02,veldokumenteret,moderat,4,C,C,C07BB02_C10AC01
B03AB10,B05ZB,veldokumenteret,moderat,4,B,B,B03AB10_B05ZB
A12AA06,S02CA06,veldokumenteret,moderat,4,A,S,A12AA06_S02CA06
J01MA02,B05DB,veldokumenteret,udtalt,4,J,B,B05DB_J01MA02
B05BB01,C07AA07,begrænset dokumenteret,ringe,4,B,C,B05BB01_C07AA07
J02AB02,B05AA06,ringe dokumenteret,mulig,4,J,B,B05AA06_J02AB02
A12CC30,J01MA14,begrænset dokumenteret,moderat,4,A,J,A12CC30_J01MA14
B05ZB,S01AE07,begrænset dokumenteret,moderat,4,B,S,B05ZB_S01AE07
C10AC01,C09BA01,veldokumenteret,moderat,4,C,C,C09BA01_C10AC01
C10AC01,C09DA07,veldokumenteret,moderat,4,C,C,C09DA07_C10AC01
J01AA07,A16AX05,veldokumenteret,mulig,4,J,A,A16AX05_J01AA07
C10AC01,C09BA05,veldokumenteret,moderat,4,C,C,C09BA05_C10AC01
S02CA05,N02BA75,veldokumenteret,udtalt,4,S,N,N02BA75_S02CA05
S02CA06,B05DB,veldokumenteret,udtalt,4,S,B,B05DB_S02CA06
B05BB02,C07AA07,begrænset dokumenteret,ringe,4,B,C,B05BB02_C07AA07
N04BA02,B03AA01,dokumenteret,udtalt,4,N,B,B03AA01_N04BA02
B03AA02,B05BA10,veldokumenteret,moderat,4,B,B,B03AA02_B05BA10
C10AC04,G03FA12,dokumenteret,mulig,4,C,G,C10AC04_G03FA12
N04BA02,B03AB10,veldokumenteret,udtalt,4,N,B,B03AB10_N04BA02
N02AJ07,S01AE07,begrænset dokumenteret,moderat,4,N,S,N02AJ07_S01AE07
A12CC04,C07AA07,begrænset dokumenteret,ringe,4,A,C,A12CC04_C07AA07
V03AE05,B05BA10,veldokumenteret,moderat,4,V,B,B05BA10_V03AE05
S02AA15,A02BX02,veldokumenteret,udtalt,4,S,A,A02BX02_S02AA15
V03AE05,D06AA03,dokumenteret,udtalt,4,V,D,D06AA03_V03AE05
C10AC02,C09DA07,dokumenteret,moderat,4,C,C,C09DA07_C10AC02
G03FB05,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03FB05
V03AE05,S01AA30,dokumenteret,udtalt,4,V,S,S01AA30_V03AE05
L01XE08,J07CA02,dokumenteret,uafklaret,4,L,J,J07CA02_L01XE08
J02AC02,N02AJ07,dokumenteret,moderat,4,J,N,J02AC02_N02AJ07
B03AC,B05ZB,veldokumenteret,moderat,4,B,B,B03AC_B05ZB
C10AC04,G03AA11,dokumenteret,mulig,4,C,G,C10AC04_G03AA11
S02AA15,B03AA01,veldokumenteret,moderat,4,S,B,B03AA01_S02AA15
J05AR09,A02AD01,dokumenteret,moderat,4,J,A,A02AD01_J05AR09
A02AD01,S01AE07,begrænset dokumenteret,moderat,4,A,S,A02AD01_S01AE07
B05DB,J01AA07,veldokumenteret,moderat,4,B,J,B05DB_J01AA07
A02AD01,S01AE07,begrænset dokumenteret,moderat,4,A,S,A02AD01_S01AE07
B03AA07,B05AA07,veldokumenteret,moderat,4,B,B,B03AA07_B05AA07
G03DA02,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03DA02
A01AB03,N02AA51,dokumenteret,mulig,4,A,N,A01AB03_N02AA51
B03AA07,B05BA10,veldokumenteret,moderat,4,B,B,B03AA07_B05BA10
S02CA06,B05BB02,veldokumenteret,udtalt,4,S,B,B05BB02_S02CA06
B05D,N03AX12,veldokumenteret,uafklaret,4,B,N,B05D_N03AX12
J07CA02,J02AC02,dokumenteret,moderat,4,J,J,J02AC02_J07CA02
C10AC04,A10BB07,dokumenteret,mulig,4,C,A,A10BB07_C10AC04
A12AX,J01MA12,begrænset dokumenteret,mulig,4,A,J,A12AX_J01MA12
B05BB01,J01AA07,veldokumenteret,moderat,4,B,J,B05BB01_J01AA07
A12AA06,J01MA12,begrænset dokumenteret,mulig,4,A,J,A12AA06_J01MA12
C10AC04,A10BB12,dokumenteret,mulig,4,C,A,A10BB12_C10AC04
J07CA02,J01AA02,veldokumenteret,udtalt,4,J,J,J01AA02_J07CA02
J01AA02,B05AA07,veldokumenteret,udtalt,4,J,B,B05AA07_J01AA02
S02CA03,B03AB10,veldokumenteret,moderat,4,S,B,B03AB10_S02CA03
B05XA07,S02CA06,veldokumenteret,moderat,4,B,S,B05XA07_S02CA06
N02BA75,S01AE07,begrænset dokumenteret,moderat,4,N,S,N02BA75_S01AE07
J05AR04,S01AA26,dokumenteret,mulig,4,J,S,J05AR04_S01AA26
B03AA07,D07CA01,dokumenteret,udtalt,4,B,D,B03AA07_D07CA01
S02CA03,V03AE05,veldokumenteret,moderat,4,S,V,S02CA03_V03AE05
S02CA06,B03AA07,veldokumenteret,moderat,4,S,B,B03AA07_S02CA06
S02CA06,N02BA75,veldokumenteret,udtalt,4,S,N,N02BA75_S02CA06
L01XE08,B05BB01,dokumenteret,uafklaret,4,L,B,B05BB01_L01XE08
B05BB02,N03AX12,veldokumenteret,uafklaret,4,B,N,B05BB02_N03AX12
C09BA01,B03AA07,dokumenteret,mulig,4,C,B,B03AA07_C09BA01
B05AA06,J01MA02,veldokumenteret,moderat,4,B,J,B05AA06_J01MA02
B05AA06,S02CA06,veldokumenteret,moderat,4,B,S,B05AA06_S02CA06
J05AR01,J01FA10,dokumenteret,mulig,4,J,J,J01FA10_J05AR01
B05ZB,N03AX12,veldokumenteret,uafklaret,4,B,N,B05ZB_N03AX12
B03AA02,A02AD01,veldokumenteret,moderat,4,B,A,A02AD01_B03AA02
G02BB01,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G02BB01
G03AA09,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03AA09
S02AA15,B05BB01,veldokumenteret,udtalt,4,S,B,B05BB01_S02AA15
C10AC01,M02AA15,dokumenteret,uafklaret,4,C,M,C10AC01_M02AA15
L01XE06,A12CC04,dokumenteret,udtalt,4,L,A,A12CC04_L01XE06
A12AX,S01AE07,begrænset dokumenteret,mulig,4,A,S,A12AX_S01AE07
S02AA15,B05AA06,veldokumenteret,udtalt,4,S,B,B05AA06_S02AA15
C10AC01,C03EA01,veldokumenteret,moderat,4,C,C,C03EA01_C10AC01
A01AB03,N02AA01,dokumenteret,mulig,4,A,N,A01AB03_N02AA01
V03AE04,S02CA03,veldokumenteret,moderat,4,V,S,S02CA03_V03AE04
C10AC01,M01AC02,dokumenteret,moderat,4,C,M,C10AC01_M01AC02
B05BB01,J01MA12,begrænset dokumenteret,mulig,4,B,J,B05BB01_J01MA12
J07CA02,S02CA03,veldokumenteret,udtalt,4,J,S,J07CA02_S02CA03
A02AD01,J01MA02,veldokumenteret,udtalt,4,A,J,A02AD01_J01MA02
S01FA56,N02AA01,dokumenteret,mulig,4,S,N,N02AA01_S01FA56
A02AB04,S01AE03,veldokumenteret,udtalt,4,A,S,A02AB04_S01AE03
B05BA01,S02CA05,veldokumenteret,moderat,4,B,S,B05BA01_S02CA05
C10AC02,M01AB05,dokumenteret,uafklaret,4,C,M,C10AC02_M01AB05
A02BX13,S02CA03,veldokumenteret,moderat,4,A,S,A02BX13_S02CA03
S02CA05,B03AA01,veldokumenteret,moderat,4,S,B,B03AA01_S02CA05
S02CA05,B05XA31,veldokumenteret,moderat,4,S,B,B05XA31_S02CA05
N04BA03,B03AA07,veldokumenteret,udtalt,4,N,B,B03AA07_N04BA03
B05XX,B05BB01,veldokumenteret,moderat,4,B,B,B05BB01_B05XX
B05D,S01AE05,begrænset dokumenteret,mulig,4,B,S,B05D_S01AE05
B03AA02,N02AJ07,veldokumenteret,moderat,4,B,N,B03AA02_N02AJ07
A02AD01,S01AE03,veldokumenteret,udtalt,4,A,S,A02AD01_S01AE03
A02AB04,D01AC08,ringe dokumenteret,mulig,4,A,D,A02AB04_D01AC08
S02CA05,B05XX,veldokumenteret,moderat,4,S,B,B05XX_S02CA05
A12CC30,C02KX05,dokumenteret,moderat,4,A,C,A12CC30_C02KX05
B05XA07,S02AA15,veldokumenteret,moderat,4,B,S,B05XA07_S02AA15
V03AE05,A02AA04,veldokumenteret,moderat,4,V,A,A02AA04_V03AE05
B02BC30,J01MA02,veldokumenteret,moderat,4,B,J,B02BC30_J01MA02
B03AA02,B05AA06,veldokumenteret,moderat,4,B,B,B03AA02_B05AA06
A12CC04,C02KX05,dokumenteret,moderat,4,A,C,A12CC04_C02KX05
A02AD01,C02KX05,dokumenteret,moderat,4,A,C,A02AD01_C02KX05
D01AC08,A02AD01,ringe dokumenteret,mulig,4,D,A,A02AD01_D01AC08
C09BA01,B05XA31,dokumenteret,mulig,4,C,B,B05XA31_C09BA01
B05XA31,B05AA06,veldokumenteret,moderat,4,B,B,B05XA31_B05AA06
A02AB04,S02CA03,veldokumenteret,udtalt,4,A,S,A02AB04_S02CA03
A02AD01,B03AA07,veldokumenteret,moderat,4,A,B,A02AD01_B03AA07
S02AA15,A12CC30,veldokumenteret,udtalt,4,S,A,A12CC30_S02AA15
S02CA06,A02BX02,veldokumenteret,udtalt,4,S,A,A02BX02_S02CA06
A02BX13,J01MA12,begrænset dokumenteret,mulig,4,A,J,A02BX13_J01MA12
S02CA03,A12CC04,veldokumenteret,udtalt,4,S,A,A12CC04_S02CA03
B05BB02,J01AA07,veldokumenteret,moderat,4,B,J,B05BB02_J01AA07
B05ZB,S02CA03,veldokumenteret,moderat,4,B,S,B05ZB_S02CA03
D01AC08,B05AA06,ringe dokumenteret,mulig,4,D,B,B05AA06_D01AC08
B05BB02,J01AA07,dokumenteret,udtalt,4,B,J,B05BB02_J01AA07
J01AA02,B05ZB,veldokumenteret,udtalt,4,J,B,B05ZB_J01AA02
J02AB02,B05D,ringe dokumenteret,mulig,4,J,B,B05D_J02AB02
G03FA01,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03FA01
A12AA07,S02AA15,veldokumenteret,moderat,4,A,S,A12AA07_S02AA15
N04BA03,B05XX,veldokumenteret,udtalt,4,N,B,B05XX_N04BA03
A02BX02,S01AE05,dokumenteret,moderat,4,A,S,A02BX02_S01AE05
B03AA01,A12CC04,veldokumenteret,moderat,4,B,A,A12CC04_B03AA01
J05AR18,A12CC30,dokumenteret,moderat,4,J,A,A12CC30_J05AR18
S02AA15,V03AE05,veldokumenteret,moderat,4,S,V,S02AA15_V03AE05
G03FA14,C10AC04,dokumenteret,mulig,4,G,C,C10AC04_G03FA14
J07CA02,S02CA05,veldokumenteret,udtalt,4,J,S,J07CA02_S02CA05
C10AC04,G03FA01,dokumenteret,mulig,4,C,G,C10AC04_G03FA01
C10AC04,G03CA03,dokumenteret,mulig,4,C,G,C10AC04_G03CA03
C10AC01,C09DX01,veldokumenteret,moderat,4,C,C,C09DX01_C10AC01
J07CA02,B05XA31,veldokumenteret,moderat,4,J,B,B05XA31_J07CA02
B05XA31,A02AD01,veldokumenteret,moderat,4,B,A,A02AD01_B05XA31
B05XX,B05ZB,veldokumenteret,moderat,4,B,B,B05XX_B05ZB
C10AC04,A10BB01,dokumenteret,mulig,4,C,A,A10BB01_C10AC04
C10AC01,C09DA04,veldokumenteret,moderat,4,C,C,C09DA04_C10AC01
S02CA05,B05ZB,veldokumenteret,udtalt,4,S,B,B05ZB_S02CA05
B05BA10,S01AE05,begrænset dokumenteret,mulig,4,B,S,B05BA10_S01AE05
C10AC02,C09DA01,dokumenteret,moderat,4,C,C,C09DA01_C10AC02
S02CA03,B05AA06,veldokumenteret,udtalt,4,S,B,B05AA06_S02CA03
B05BB01,S01AE07,begrænset dokumenteret,moderat,4,B,S,B05BB01_S01AE07
S02CA05,A12CC30,veldokumenteret,udtalt,4,S,A,A12CC30_S02CA05
A02BX13,S02AA15,veldokumenteret,udtalt,4,A,S,A02BX13_S02AA15
L01XE06,N02AJ07,dokumenteret,udtalt,4,L,N,L01XE06_N02AJ07
S01AE03,B03AA01,veldokumenteret,moderat,4,S,B,B03AA01_S01AE03
A02AA04,J01MA14,begrænset dokumenteret,moderat,4,A,J,A02AA04_J01MA14
A02AD01,J01MA12,begrænset dokumenteret,mulig,4,A,J,A02AD01_J01MA12
L01XE06,A02AA04,dokumenteret,udtalt,4,L,A,A02AA04_L01XE06
B05BA10,C07AA07,begrænset dokumenteret,ringe,4,B,C,B05BA10_C07AA07
C10AC02,C09BA01,dokumenteret,moderat,4,C,C,C09BA01_C10AC02
N04BA02,V03AE05,dokumenteret,udtalt,4,N,V,N04BA02_V03AE05
S01AE03,A02BX02,veldokumenteret,udtalt,4,S,A,A02BX02_S01AE03
J02AC02,A02AA04,dokumenteret,moderat,4,J,A,A02AA04_J02AC02
B05DB,J01AA07,dokumenteret,udtalt,4,B,J,B05DB_J01AA07
L01XE06,A12CC30,dokumenteret,udtalt,4,L,A,A12CC30_L01XE06
